lon,lat,magt_2010,magt_2023,dmagt,alt_2010,alt_2023,dalt
70.99834848038638,55.25088154977117,4.8329964,4.9472356,0.114239216,5.7618175,5.737195,-0.02462244
71.24987675993985,55.25088154977117,4.4778023,4.9592896,0.48148727,5.7036777,6.010524,0.30684614
71.50140503949332,55.25088154977117,4.7358527,4.9618754,0.22602272,5.795202,6.1587024,0.3635006
71.75293331904679,55.25088154977117,4.2889385,4.6220574,0.33311892,5.5665383,5.792297,0.22575855
72.00446159860024,55.25088154977117,4.5154567,5.0541787,0.53872204,5.8579288,5.9080834,0.050154686
72.24700672531252,55.25088154977117,4.322787,4.8070774,0.4842906,5.661437,5.6371293,-0.024307728
72.49853500486599,55.25088154977117,4.5758877,5.097906,0.52201843,5.899865,6.1160145,0.21614933
72.75006328441945,55.25088154977117,4.4326115,5.045439,0.6128273,5.3558807,5.6472993,0.29141855
73.00159156397292,55.25088154977117,4.045454,4.4058805,0.36042643,4.9559937,5.1744657,0.218472
73.25311984352638,55.25088154977117,4.068244,4.3416157,0.2733717,4.8143067,5.067021,0.25271416
73.49566497023865,55.25088154977117,4.1940646,5.0643697,0.87030506,5.259095,5.28048,0.021384716
73.74719324979212,55.25088154977117,4.681704,4.7314324,0.049728394,5.444818,5.927587,0.482769
73.99872152934559,55.25088154977117,4.297043,4.748749,0.45170593,5.6197886,5.8302555,0.21046686
74.25024980889906,55.25088154977117,4.876586,4.9068465,0.030260563,5.493386,5.8481073,0.35472155
74.50177808845253,55.25088154977117,4.4131675,4.730346,0.31717873,5.763435,5.7991257,0.035690784
74.75330636800598,55.25088154977117,4.5921073,4.756091,0.16398382,5.600824,6.170217,0.56939316
74.99585149471825,55.25088154977117,4.352752,4.743435,0.3906827,5.760694,5.86853,0.10783577
75.24737977427172,55.25088154977117,4.1726046,5.0115185,0.8389139,5.571568,6.176379,0.6048112
75.49890805382519,55.25088154977117,3.9634638,4.72866,0.7651963,5.4074945,5.295237,-0.11225748
75.75043633337866,55.25088154977117,4.1668663,4.7707014,0.6038351,5.025273,5.308692,0.28341913
76.00196461293211,55.25088154977117,4.0019393,4.5868177,0.58487844,4.9061017,5.244238,0.3381362
76.25349289248558,55.25088154977117,4.2543297,4.9507775,0.69644785,5.532383,5.4107947,-0.12158823
76.49603801919785,55.25088154977117,4.5071163,4.9930577,0.4859414,5.1556597,5.497608,0.3419485
76.74756629875132,55.25088154977117,4.2653375,4.4747767,0.20943928,5.504629,5.23696,-0.2676692
76.99909457830479,55.25088154977117,4.246684,4.405655,0.15897083,5.4042587,5.152235,-0.2520237
77.25062285785826,55.25088154977117,4.137481,4.2198687,0.08238745,5.59064,5.9429374,0.3522973
77.50215113741172,55.25088154977117,3.892127,4.418822,0.5266948,5.0287175,5.315714,0.28699636
77.75367941696518,55.25088154977117,3.895294,4.4453874,0.5500934,5.0112762,5.272271,0.2609949
77.99622454367746,55.25088154977117,4.169017,4.45108,0.282063,5.1109247,5.413545,0.3026204
78.24775282323093,55.25088154977117,4.105836,4.524318,0.4184823,5.096264,5.1617665,0.06550264
78.4992811027844,55.25088154977117,4.270464,4.6075954,0.3371315,5.2551103,5.1374106,-0.11769962
78.75080938233785,55.25088154977117,4.638911,4.8463197,0.2074089,5.8506765,5.687805,-0.16287136
