lon,lat,slope
54.9993532702177,54.9993532702177,0.0037521362304684417
55.25088154977117,54.9993532702177,0.0009508247616924314
55.50240982932464,54.9993532702177,0.030119400990157794
55.7539381088781,54.9993532702177,0.004798815522012065
55.996483235590375,54.9993532702177,-0.013326048549216808
56.248011515143844,54.9993532702177,0.0014798810210408697
56.499539794697306,54.9993532702177,0.0045502541940415
56.751068074250774,54.9993532702177,-0.0007018904142740148
57.002596353804236,54.9993532702177,-0.009589802464351453
57.254124633357705,54.9993532702177,-0.014837858344934103
57.49666976006998,54.9993532702177,-0.021076363551464295
57.74819803962344,54.9993532702177,-0.021398963807502856
57.99972631917691,54.9993532702177,-0.004601489441304233
58.25125459873038,54.9993532702177,0.022904505910751
58.50278287828384,54.9993532702177,-0.009887636764139316
58.75431115783731,54.9993532702177,-0.019317660754238443
58.99685628454958,54.9993532702177,-0.006069250951838843
59.24838456410304,54.9993532702177,-0.013630850103836389
59.49991284365651,54.9993532702177,-0.00974926767469932
59.75144112320997,54.9993532702177,-0.006758803355542694
60.00296940276344,54.9993532702177,0.005018671856650374
60.24551452947571,54.9993532702177,0.017016451268255104
60.497042809029175,54.9993532702177,0.025167874444887266
60.74857108858264,54.9993532702177,0.015979500058329935
61.00009936813611,54.9993532702177,0.013032437578031648
61.251627647689574,54.9993532702177,0.00010738010647917643
61.50315592724304,54.9993532702177,-0.006144417388529886
61.745701053955315,54.9993532702177,0.015594205977040344
61.99722933350878,54.9993532702177,0.016610698458513116
62.248757613062246,54.9993532702177,-0.01166909133331655
62.751814172169176,54.9993532702177,0.028777915616576184
63.003342451722645,54.9993532702177,0.013781345946878874
63.24588757843491,54.9993532702177,-0.00027790914607937566
63.49741585798838,54.9993532702177,0.07179438554787457
63.74894413754185,54.9993532702177,0.027893193160429174
64.00047241709531,54.9993532702177,0.017377027680600968
64.25200069664878,54.9993532702177,-0.003991565825063379
64.50352897620225,54.9993532702177,0.00522289638277823
64.74607410291452,54.9993532702177,-0.0033788608599308535
64.99760238246797,54.9993532702177,0.0029717867887458583
